Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
1,3,3,0,0,0,1,0,2,1,0,62,69,70
0,2,5,1,1,0,1,1,3,1,0,81,75,77
1,1,0,1,0,2,2,0,5,1,0,84,85,88
1,4,4,1,0,1,2,1,3,1,0,75,61,62
0,1,2,0,0,2,2,1,3,1,0,39,53,48
0,3,5,0,0,1,1,0,3,1,0,54,69,69
1,1,0,1,0,1,2,1,5,1,0,81,78,84
1,3,2,0,1,2,2,1,6,0,2,48,39,35
1,2,2,0,1,1,1,1,2,0,0,59,55,52
1,4,1,1,1,1,0,1,4,0,1,72,59,61
1,3,4,1,0,3,2,1,0,1,1,97,92,92
1,2,5,1,1,0,2,1,5,1,0,73,68,60
0,2,0,1,1,2,2,0,3,0,1,60,69,72
1,4,0,1,1,2,2,0,3,1,1,71,66,56
1,2,0,1,0,1,1,1,0,1,0,77,78,76
1,2,4,1,1,1,1,1,3,1,2,83,82,81
0,2,0,1,0,0,2,1,4,0,1,95,98,98
0,2,1,1,1,1,1,1,2,1,2,92,94,94
1,2,0,0,1,1,2,1,5,0,0,69,70,61
1,4,4,1,1,1,2,1,1,0,2,80,69,67
0,3,0,0,1,1,2,0,1,1,1,50,50,56
1,1,4,0,0,1,1,1,0,1,0,57,61,66
1,3,0,1,1,1,0,0,1,0,2,85,80,78
0,2,2,1,1,0,2,1,0,1,0,53,65,61
1,4,1,1,0,1,1,0,1,0,1,85,78,84
0,2,4,1,1,1,1,1,3,1,0,79,96,97
1,2,5,0,0,1,1,0,3,0,1,60,73,61
1,3,3,1,1,1,1,0,3,1,2,77,74,71
0,2,4,0,1,2,1,0,4,0,1,49,59,59
1,3,3,1,0,2,2,0,1,0,1,72,88,89
0,3,5,1,0,1,2,0,4,1,1,74,83,86
1,2,2,1,0,1,2,1,2,1,2,46,43,37
0,1,5,1,0,0,1,1,0,1,0,81,90,89
0,3,2,1,0,0,2,1,2,1,0,41,48,52
0,1,1,0,0,0,2,0,4,1,1,63,63,68
0,4,3,0,1,1,1,0,2,0,0,80,86,88
1,0,2,1,1,2,1,0,4,1,0,33,30,25
0,4,2,1,1,2,2,1,0,1,1,76,77,70
1,3,2,1,1,1,2,1,1,1,0,57,57,57
0,2,0,0,0,2,2,1,3,1,1,68,83,78
0,3,5,0,1,0,1,1,2,1,1,62,71,72
0,2,2,1,1,1,1,0,5,1,2,72,75,66
1,1,2,1,1,1,0,0,3,1,0,66,65,63
0,0,2,1,1,1,2,1,3,1,2,74,81,77
1,4,0,1,1,1,0,1,3,0,0,64,56,52
0,1,4,0,0,2,1,1,4,0,0,49,59,58
0,4,4,0,1,1,2,0,2,1,1,49,65,55
0,2,3,0,1,2,2,1,1,1,1,43,44,52
1,4,2,1,1,1,2,1,0,1,0,71,55,51
1,1,4,1,1,2,2,1,1,0,0,79,65,66
0,3,4,1,1,1,2,0,3,1,1,61,72,69
1,4,2,0,0,1,0,0,3,1,0,68,76,71
0,4,2,1,1,1,2,1,0,1,0,72,76,75
0,2,0,0,1,2,0,1,3,1,2,42,50,49
1,1,5,0,0,1,2,1,2,1,2,76,80,76
1,3,4,1,1,1,2,0,3,1,0,74,69,65
1,2,0,1,1,1,1,1,2,0,1,47,40,40
0,3,4,1,0,1,2,0,1,0,0,73,75,81
1,2,0,0,1,2,1,1,3,0,1,74,71,70
1,3,5,1,1,2,2,1,2,1,0,49,48,44
1,3,5,1,0,2,1,1,5,0,0,84,82,76
1,0,0,0,1,0,1,0,3,1,0,70,63,59
1,2,1,0,1,2,1,0,3,0,1,51,49,48
1,3,2,0,1,2,0,0,1,0,0,41,45,39
0,3,4,1,1,0,2,1,2,1,0,40,45,47
1,3,4,0,1,0,1,1,2,1,0,52,60,56
0,2,1,0,1,1,1,0,3,0,0,11,24,18
0,4,5,1,0,1,1,0,3,0,1,84,86,86
0,1,0,1,1,1,2,1,0,0,0,82,87,82
1,2,0,1,1,1,1,1,0,1,0,77,79,79
0,3,4,0,1,2,2,0,2,1,1,32,36,37
0,0,2,1,1,1,2,0,4,1,0,43,47,39
0,1,5,0,1,1,2,0,3,1,0,49,68,66
0,2,4,1,1,0,2,1,1,0,0,72,68,68
0,1,0,1,0,2,1,0,1,0,0,51,64,64
0,2,0,1,1,1,2,1,5,1,0,47,46,49
0,2,4,0,1,1,0,1,3,0,0,55,76,66
0,2,4,1,1,2,1,1,3,1,0,71,81,80
0,1,4,1,1,1,1,0,4,0,2,63,72,73
0,2,3,0,1,1,2,1,1,0,0,44,66,63
0,1,5,1,1,0,2,1,2,1,1,49,61,51
0,1,4,0,1,1,1,0,1,1,0,76,79,83
0,4,2,1,1,2,2,1,0,0,1,64,77,68
1,4,0,0,0,3,2,1,3,1,0,71,77,69
1,3,5,0,1,2,1,1,0,0,0,58,57,46
1,2,4,0,1,0,2,1,0,1,1,43,44,43
0,3,5,0,0,2,0,1,2,0,0,60,84,85
0,2,5,1,0,1,1,1,0,0,2,57,58,67
1,1,0,1,0,1,1,1,2,1,0,78,81,77
1,2,2,0,1,2,1,1,3,1,0,57,49,39
1,3,0,1,1,1,0,0,3,0,2,94,87,87
0,3,2,1,1,1,1,1,1,1,1,57,58,57
1,3,4,0,0,1,2,1,1,0,0,87,82,90
0,0,1,1,1,1,2,1,0,0,0,74,84,79
0,2,1,1,1,1,2,0,1,1,0,54,58,57
1,3,0,0,1,1,2,1,1,1,0,48,59,51
1,1,3,1,0,1,1,0,4,0,0,67,65,65
0,3,5,1,0,1,1,0,4,0,0,73,70,79
0,0,5,0,0,1,1,0,1,1,1,47,56,61
1,3,0,1,0,2,1,1,1,1,0,71,70,68
1,3,4,0,1,1,1,1,3,1,1,51,54,52
1,4,2,1,1,1,0,1,4,0,0,78,71,63
1,1,5,1,1,1,1,1,4,1,0,62,71,62
0,2,2,0,1,1,0,1,3,0,2,53,64,65
0,3,1,1,1,2,2,1,1,0,0,91,94,99
1,1,5,0,1,1,2,1,2,1,0,68,63,58
1,3,4,1,1,0,2,1,1,1,0,90,85,85
0,2,0,0,1,2,2,1,3,1,1,33,41,41
1,2,4,0,0,1,1,1,1,1,1,77,81,85
1,3,4,1,1,1,1,0,1,0,1,87,87,88
1,0,4,1,0,1,0,1,4,0,2,53,68,60
0,3,0,1,1,1,2,1,5,1,2,87,100,97
0,4,0,1,0,1,0,1,0,1,0,80,82,88
1,3,4,1,1,0,2,0,5,1,2,98,92,87
1,3,2,0,1,1,0,1,3,1,0,56,71,65
1,3,0,1,1,1,0,0,3,1,0,79,80,78
0,1,0,1,1,2,2,0,1,1,1,60,70,67
0,1,0,1,0,2,0,0,2,1,0,89,98,97
1,4,0,0,0,2,2,0,2,0,0,83,78,74
1,0,1,1,0,1,2,1,2,1,0,87,78,88
0,1,0,1,1,1,1,1,1,1,0,83,76,82
1,2,5,1,0,1,2,1,3,1,0,60,56,55
1,2,1,1,0,1,2,1,0,0,2,67,60,58
1,2,0,1,1,2,2,1,3,1,2,64,56,52
1,2,5,1,1,2,2,0,2,1,0,53,34,41
1,1,5,1,0,1,1,1,1,0,0,56,55,60
0,0,4,1,0,1,2,1,2,0,1,53,66,68
0,4,5,1,0,1,2,0,3,0,0,92,92,95
0,1,2,1,1,1,2,1,4,1,1,73,82,81
0,0,4,0,0,2,2,1,3,0,1,54,74,73
1,3,2,1,0,1,2,1,4,1,0,50,57,53
1,2,4,1,0,0,1,1,4,0,0,78,64,72
0,1,0,1,0,1,2,0,1,0,0,80,100,98
1,4,4,1,0,1,1,1,0,0,1,89,82,81
1,3,3,1,1,1,2,1,1,1,0,90,92,88
0,0,2,1,0,1,1,1,5,1,1,55,57,61
0,0,0,1,1,1,2,1,1,1,0,59,64,69
1,1,4,1,1,1,2,0,2,0,0,77,72,68
0,3,4,0,0,1,2,1,2,1,1,46,65,63
0,4,5,0,1,3,1,1,1,1,1,72,70,77
0,3,5,1,1,1,2,1,1,1,2,51,61,58
0,0,4,0,0,1,2,1,2,1,0,76,85,87
0,0,2,1,1,1,2,0,3,1,0,77,88,79
1,1,5,0,1,2,2,1,0,0,1,57,56,46
1,2,5,0,1,2,2,0,5,1,0,51,40,41
0,1,0,1,1,0,1,0,1,0,0,90,99,93
0,2,0,1,0,1,2,1,0,1,2,74,81,79
1,1,5,0,1,2,2,1,3,1,1,52,53,41
1,4,3,0,0,1,1,1,0,1,0,67,63,67
0,1,0,1,1,1,1,1,4,1,0,56,66,63
0,2,3,0,1,2,2,1,1,1,1,49,55,54
1,3,4,0,0,2,2,1,5,1,2,64,64,71
1,2,5,0,1,1,2,1,4,1,1,72,71,65
1,3,4,0,1,1,0,0,1,1,2,49,55,53
1,1,0,0,0,0,0,0,3,1,0,60,64,61
1,4,5,1,0,2,2,1,2,1,2,81,66,68
0,2,2,1,0,2,1,1,4,1,0,74,85,86
0,1,1,1,0,2,2,0,3,1,2,92,86,94
0,1,2,0,1,2,1,1,2,0,0,47,59,56
0,3,4,1,1,0,2,0,1,0,0,64,67,73
0,2,0,0,1,1,2,1,2,1,0,46,62,62
1,2,2,1,1,0,2,1,1,1,0,74,68,64
0,4,2,0,1,1,2,1,2,1,0,56,71,68
1,1,5,0,0,1,2,0,3,1,2,37,40,39
1,2,4,1,1,1,1,1,4,1,1,70,66,61
0,4,0,1,0,1,2,1,1,1,1,74,81,82
1,2,2,1,1,1,2,1,2,1,0,66,60,51
1,3,4,0,0,1,2,0,2,0,0,74,81,82
1,2,2,1,0,0,2,1,0,1,0,61,70,69
0,3,2,1,1,1,1,1,1,1,0,80,79,84
1,3,3,1,1,1,2,0,3,1,0,87,67,75
1,0,0,1,1,0,2,1,1,1,0,66,54,54
1,3,0,0,1,1,1,0,1,0,1,68,66,67
1,3,2,1,1,2,0,0,3,1,1,70,58,66
1,2,2,1,1,1,2,1,3,1,0,72,70,65
0,1,2,1,0,1,1,1,2,1,0,93,93,97
0,1,5,0,1,1,0,1,1,0,1,24,36,40
0,2,2,0,1,1,2,1,2,0,0,51,61,57
0,3,5,1,0,2,1,1,1,1,0,64,77,80
1,3,2,0,0,1,2,1,0,0,2,60,61,59
0,4,4,1,1,1,1,0,4,0,0,73,80,74
0,1,5,0,1,2,2,0,4,1,1,41,54,49
1,0,5,0,1,2,1,0,1,1,2,45,45,43
0,1,2,1,1,2,0,1,2,0,2,81,91,87
1,3,0,1,1,1,2,1,4,0,1,82,83,82
0,3,4,0,0,2,2,1,0,1,0,70,81,84
0,4,0,1,1,2,2,1,2,1,1,69,82,77
1,2,0,0,1,1,0,1,0,1,2,55,51,40
0,2,4,1,1,2,0,0,1,1,0,64,65,66
0,2,2,1,0,1,0,0,1,1,2,52,67,66
0,4,0,1,0,2,2,0,4,1,0,91,85,86
1,2,0,1,0,1,2,0,3,0,0,69,75,70
1,3,4,1,1,1,1,1,2,0,2,44,45,41
1,3,5,1,1,1,1,1,2,1,1,75,64,62
0,3,4,1,1,1,2,0,1,0,2,80,89,89
1,3,2,0,1,1,1,1,1,1,0,43,38,31
0,2,5,0,1,2,0,1,2,0,2,34,46,48
1,4,5,0,0,3,1,1,3,0,0,79,60,61
0,4,4,1,1,1,2,1,6,0,2,89,93,86
1,3,1,1,0,1,1,1,1,1,2,68,60,70
0,1,3,1,1,3,2,0,3,1,2,87,82,81
0,2,4,0,0,0,0,1,4,1,0,51,72,73
1,1,0,1,0,2,1,1,1,1,0,95,93,88
1,2,4,1,1,1,1,1,1,0,2,64,63,59
0,4,5,0,1,1,2,0,3,0,0,68,75,68
1,4,1,1,0,1,2,0,2,0,2,100,93,100
1,2,4,1,0,1,0,0,4,1,0,83,77,76
1,4,2,1,0,1,0,1,1,0,0,84,71,77
0,3,3,1,1,1,2,1,2,0,0,75,85,83
0,4,4,1,0,0,1,1,3,0,0,82,71,80
1,3,0,1,1,1,2,1,1,1,1,91,85,86
0,1,1,1,0,1,1,0,3,0,1,80,85,96
0,2,0,1,1,1,2,1,0,0,1,56,65,65
1,4,0,1,1,1,2,1,1,0,1,96,84,83
0,2,5,0,1,2,2,1,3,1,2,40,55,52
1,3,5,1,1,2,1,0,3,0,0,74,73,69
1,2,5,1,1,1,2,0,2,0,0,82,72,73
0,4,2,0,0,1,1,1,3,0,2,65,73,71
0,4,1,1,0,1,2,0,2,0,1,87,86,89
0,3,1,1,1,2,1,1,2,1,1,65,79,78
1,2,0,0,0,1,0,1,0,0,0,48,61,58
0,1,5,1,0,1,0,1,0,1,0,64,72,71
0,1,0,0,1,1,2,0,3,0,0,60,72,76
0,3,4,1,1,2,2,1,3,1,0,48,59,61
1,2,4,1,0,1,1,1,2,1,0,77,80,74
0,1,5,0,1,1,2,1,4,0,0,61,77,73
0,4,4,0,1,1,1,1,3,0,0,76,83,83
0,3,2,1,0,2,2,1,1,0,0,71,82,87
0,2,1,1,1,1,2,1,4,1,1,66,71,73
1,3,4,0,1,0,1,0,1,1,0,58,55,55
1,1,1,0,1,1,1,1,2,0,0,69,69,64
0,3,5,1,0,0,1,0,2,1,1,60,69,73
0,0,4,1,1,0,2,1,1,0,0,62,65,64
0,2,5,0,1,2,1,1,1,0,0,44,54,52
1,3,2,0,1,1,2,1,3,0,0,68,67,62
1,2,1,1,0,0,2,1,2,1,0,60,66,67
1,0,0,0,0,0,1,1,2,1,1,60,61,61
0,2,0,1,1,1,1,0,1,0,0,71,75,74
1,4,5,1,1,2,1,1,4,1,1,71,71,67
0,3,0,1,1,1,0,1,0,0,2,54,66,66
1,2,0,1,1,1,1,1,1,1,2,66,63,59
0,2,4,1,1,0,1,1,2,0,0,70,78,77
1,1,5,1,1,1,0,1,1,0,0,56,53,50
1,3,2,1,0,2,1,1,3,1,1,97,88,89
0,2,5,1,1,2,2,0,5,0,0,66,79,75
1,1,2,1,0,2,2,0,3,0,0,67,58,60
0,4,2,0,1,1,1,1,3,0,1,71,83,78
0,1,2,0,0,0,2,1,3,0,2,71,83,81
1,3,2,0,1,1,2,0,1,0,0,77,68,64
0,1,1,0,0,1,2,1,4,0,1,54,66,67
1,4,5,1,1,0,2,1,1,1,2,84,77,65
0,3,5,1,0,1,2,0,2,0,0,76,79,81
0,1,1,0,1,1,2,1,3,0,0,71,82,85
0,3,2,1,1,1,1,1,4,1,0,62,61,64
0,2,2,1,1,0,2,1,3,1,0,51,50,54
1,4,0,0,1,1,2,1,2,0,2,60,60,58
1,4,2,1,1,1,2,1,0,1,2,99,86,79
0,2,5,1,0,1,1,1,1,0,0,57,73,74
0,4,4,1,1,2,1,1,1,0,0,94,92,88
0,3,4,1,0,1,2,1,2,0,1,51,63,65
0,2,5,0,1,2,1,1,1,1,1,31,36,30
1,4,4,1,1,1,2,1,3,0,2,72,58,55
0,2,4,1,1,1,2,1,2,0,1,55,65,59
0,4,2,1,0,1,1,1,1,1,0,84,84,85
0,3,0,0,1,2,2,1,4,1,2,61,75,71
1,2,2,1,1,0,1,1,0,1,0,72,77,66
0,3,0,0,1,1,2,1,1,1,2,79,87,78
0,3,4,1,0,0,2,0,1,0,1,48,56,61
1,1,4,1,1,1,1,1,4,1,2,83,82,83
0,2,0,1,1,2,2,1,2,0,0,79,86,89
0,0,2,1,1,0,2,0,1,1,0,78,87,83
0,3,5,1,0,1,2,1,2,0,0,64,80,85
0,3,5,1,1,0,2,1,1,1,0,86,89,89
0,3,5,0,0,1,0,0,1,1,1,53,77,79
0,0,0,1,0,3,2,1,1,0,1,47,59,67
0,1,5,1,1,1,1,1,2,0,0,62,76,69
0,1,1,1,1,1,2,1,3,0,0,58,68,69
0,1,3,1,1,1,1,0,2,1,0,66,86,82
0,2,0,0,0,1,2,1,4,1,1,87,95,98
0,3,0,1,0,0,1,0,3,1,1,59,62,68
0,0,0,1,1,1,2,1,1,0,0,77,86,81
0,4,4,1,0,1,2,0,4,1,1,72,77,74
1,3,4,1,0,3,2,1,4,1,0,83,75,82
1,0,5,1,0,1,2,0,1,0,0,85,91,89
1,3,1,1,0,2,1,0,6,0,0,86,73,78
0,0,5,1,1,2,1,1,2,0,1,55,62,64
1,3,4,1,1,2,0,1,3,0,0,67,77,70
1,3,2,0,0,1,2,0,2,1,1,50,56,61
0,3,5,1,1,0,2,0,1,1,0,86,88,89
1,3,4,1,1,0,1,1,7,1,0,74,58,60
1,2,4,1,1,0,2,1,3,0,0,74,73,65
0,2,3,1,1,1,0,1,2,1,2,33,43,48
1,4,5,1,1,1,1,1,4,0,0,64,58,52
1,3,5,1,1,1,0,1,2,1,0,81,70,68
1,3,1,1,0,2,2,1,1,1,1,66,65,69
1,1,2,1,1,1,0,1,1,0,0,46,43,44
0,3,1,0,0,1,1,0,3,0,0,50,80,79
1,2,4,1,1,2,2,1,1,0,1,76,69,70
1,1,2,1,1,0,0,0,1,0,1,61,67,63
0,2,2,0,0,1,1,1,2,1,0,72,81,83
1,2,0,0,0,1,1,0,2,0,1,65,67,68
1,4,0,0,1,1,1,1,1,1,0,75,65,63
0,2,4,1,1,3,1,1,4,1,0,80,93,96
0,1,1,0,1,0,2,1,2,0,2,62,76,71
1,4,0,1,1,0,2,0,7,0,2,94,86,76
0,2,2,0,0,1,2,1,3,0,0,64,80,75
0,1,3,0,1,0,1,0,1,0,1,50,66,69
0,4,5,1,1,1,1,1,3,1,1,86,82,84
0,2,5,0,0,1,1,1,3,1,0,28,36,34
1,2,4,0,1,1,2,1,3,1,0,36,35,35
0,1,2,1,1,0,1,1,2,0,2,90,89,86
0,3,0,1,1,2,2,0,2,0,1,80,93,85
1,3,4,1,0,2,0,1,3,1,2,78,65,74
0,4,5,0,1,1,1,1,0,1,0,85,85,84
1,4,4,1,0,1,0,1,0,1,0,97,84,82
0,4,2,0,1,2,2,1,1,0,0,64,67,71
0,2,2,1,1,1,1,1,2,0,2,82,77,80
1,4,0,1,0,1,2,1,4,0,0,97,92,90
0,1,2,1,0,1,2,0,3,0,2,66,79,81
1,3,4,0,1,1,1,1,2,0,0,53,57,53
0,2,0,0,1,1,1,0,4,0,0,38,63,63
0,2,3,1,1,1,2,0,2,1,2,79,93,92
0,3,4,0,1,0,0,0,3,1,0,75,83,83
1,4,1,0,1,2,2,1,1,0,0,82,74,70
1,2,0,0,1,1,2,1,2,1,1,59,68,62
0,3,0,1,1,1,2,1,4,1,1,76,85,89
0,2,5,0,1,1,2,1,4,0,0,46,72,61
1,1,4,0,0,1,2,1,2,1,0,62,66,65
0,3,2,1,1,1,1,1,0,0,2,36,45,46
1,4,0,1,1,1,2,1,2,0,1,72,72,66
1,0,1,0,1,1,2,1,0,1,0,49,39,42
0,2,4,0,1,1,1,1,3,1,0,63,72,69
0,1,2,0,1,1,2,0,3,1,0,67,83,76
0,1,1,1,1,1,1,1,1,1,0,70,81,84
1,2,0,1,1,1,0,1,1,0,0,84,89,84
1,2,4,1,1,1,2,1,0,1,1,76,66,61
0,2,4,0,1,1,1,1,1,1,2,60,62,60
0,4,1,0,1,1,1,0,1,1,0,59,72,69
1,1,5,1,1,1,2,1,0,1,2,59,51,43
1,4,5,1,1,0,0,1,4,1,1,65,70,66
0,2,5,1,1,1,1,0,1,1,0,80,82,76
1,2,0,0,1,1,1,0,2,1,0,72,71,67
1,2,0,1,0,1,2,1,1,0,0,85,78,82
1,1,5,0,1,1,1,1,4,1,2,54,49,41
0,3,1,1,1,0,1,1,2,1,1,68,77,79
1,0,4,1,1,2,0,1,3,0,2,71,67,59
0,1,1,0,1,1,0,0,2,0,1,45,57,57
0,1,5,0,0,1,1,1,2,1,0,49,64,57
0,1,0,1,1,0,1,1,1,1,0,58,62,63
1,4,1,1,1,1,2,0,1,1,0,91,73,77
0,3,5,0,1,2,1,1,3,1,0,56,62,59
1,2,2,1,0,0,2,1,3,1,0,63,69,63
0,4,0,0,1,1,2,1,1,1,0,61,65,60
1,2,2,1,1,1,2,0,1,0,0,79,84,73
0,0,1,1,0,0,2,1,2,1,0,60,70,74
0,2,0,1,0,2,0,1,2,0,0,93,98,97
1,2,3,1,1,2,1,1,3,0,0,71,73,73
1,4,4,0,0,1,1,1,3,1,1,73,69,66
0,1,5,1,1,1,2,0,4,1,1,76,72,70
0,4,2,1,1,2,0,1,3,0,2,75,66,63
0,1,1,1,1,1,2,0,3,0,1,67,65,67
1,4,2,0,1,1,2,0,1,1,0,87,87,77
0,4,5,1,1,0,2,0,1,1,2,74,79,79
0,4,0,1,1,1,2,1,0,1,0,61,65,63
0,1,3,1,1,1,2,1,3,0,0,74,71,72
1,4,4,1,1,2,0,1,1,0,2,80,67,67
1,3,0,0,1,0,2,1,0,1,2,73,64,67
1,2,4,0,1,1,2,1,3,1,0,48,45,39
1,2,5,0,1,2,1,1,3,1,1,50,48,48
0,1,1,0,1,1,1,0,2,0,0,42,55,55
0,2,5,0,0,2,1,1,2,1,1,46,66,59
0,1,3,0,1,2,2,0,3,1,1,33,45,48
0,1,5,1,0,1,1,1,2,1,1,62,76,73
1,3,4,1,1,1,2,1,0,1,1,71,61,61
1,3,2,0,1,1,2,1,1,0,0,74,68,61
0,1,0,1,0,1,2,0,4,1,1,47,63,65
0,4,0,0,1,2,1,1,1,1,0,88,86,89
0,0,2,1,0,2,1,1,3,1,0,65,69,73
1,3,4,0,1,1,1,0,4,1,0,67,66,66
0,1,2,0,1,1,1,1,4,1,0,52,45,48
1,2,5,1,1,1,2,1,5,0,0,82,79,73
0,2,0,1,1,2,1,1,2,0,1,81,93,90
0,1,5,0,1,2,1,1,3,0,0,31,44,41
1,4,0,0,0,2,2,1,2,0,0,58,49,52
0,1,2,0,0,1,2,1,4,0,2,70,69,74
0,1,5,0,0,2,2,1,4,1,2,65,83,85
0,2,2,0,0,1,2,1,2,1,0,61,71,75
1,2,5,0,1,1,2,1,0,0,0,46,43,43
1,3,1,1,0,1,2,1,1,0,0,77,64,69
1,1,0,1,1,0,2,1,1,0,0,75,80,79
0,3,4,0,0,1,2,1,1,1,0,53,57,60
0,1,2,1,1,2,2,0,3,1,1,53,59,64
1,3,2,1,1,1,2,0,3,1,2,89,78,76
1,4,4,0,0,1,1,0,2,0,2,93,96,100
1,3,0,1,1,3,0,0,1,1,0,82,81,78
1,2,0,1,1,2,0,0,3,1,2,65,57,58
1,3,4,0,1,0,2,1,4,0,1,65,74,68
0,0,4,0,1,1,2,0,2,1,0,41,52,53
1,2,3,0,1,2,2,1,0,0,1,56,62,56
1,3,5,0,0,1,0,1,5,0,2,59,62,60
0,3,5,0,0,0,2,0,1,1,1,52,67,66
1,1,3,1,0,1,1,1,4,1,1,80,79,91
1,3,4,1,0,1,2,1,1,0,0,98,94,96
1,2,2,1,1,1,2,1,1,0,1,69,74,63
1,0,0,1,1,2,2,1,0,0,0,69,61,62
0,3,2,1,1,2,2,0,1,0,0,67,74,67
0,4,0,1,1,1,2,1,2,1,1,97,96,96
1,3,4,1,0,0,1,1,1,1,2,100,90,97
0,2,5,0,1,1,1,1,2,1,0,35,37,42
1,1,2,0,1,2,2,1,2,1,2,51,45,43
0,3,2,1,0,1,1,1,1,1,0,79,77,83
0,3,5,1,1,0,2,0,2,1,1,52,66,61
0,1,2,1,1,1,1,1,0,1,2,61,67,63
0,0,0,1,0,1,0,1,3,1,0,64,64,71
0,1,0,1,1,2,0,0,3,1,1,49,61,59
1,3,1,0,0,2,2,0,1,1,1,59,63,65
1,3,4,1,1,2,2,1,1,1,0,57,55,49
1,2,5,1,1,1,2,0,2,0,2,78,77,71
1,2,0,1,0,1,1,1,3,0,2,85,74,74
0,2,4,1,1,2,2,0,1,1,0,66,69,65
1,2,2,1,0,3,2,0,5,1,0,78,73,70
1,3,1,1,1,0,1,0,3,1,0,85,69,77
0,1,5,1,1,2,1,1,0,0,1,56,63,59
1,3,0,0,1,1,1,1,1,1,0,51,56,54
1,3,5,0,1,1,0,1,2,1,0,59,69,64
0,2,4,0,1,1,1,1,3,1,0,46,54,60
0,0,0,0,1,0,1,1,2,0,1,36,43,47
0,3,3,1,1,2,2,0,1,0,0,88,89,92
0,0,0,0,1,1,2,0,2,1,2,51,60,59
0,3,1,0,1,3,2,1,2,1,2,47,65,64
0,3,5,1,1,1,1,1,4,0,1,63,70,70
1,4,5,1,1,1,1,1,2,0,0,96,87,88
1,3,2,1,1,1,2,0,5,1,0,60,57,54
1,3,2,1,1,1,1,1,1,1,1,78,76,73
0,0,0,0,1,1,2,1,4,0,1,32,44,43
0,2,5,0,0,0,2,0,1,1,1,34,57,55
0,2,2,1,0,1,2,1,1,1,0,76,83,74
1,1,3,0,0,1,0,1,1,0,0,75,72,72
1,3,5,1,0,0,1,1,1,1,0,88,88,91
0,4,4,0,0,0,0,1,4,1,0,68,78,80
0,4,5,1,1,1,2,1,3,1,2,63,71,65
1,1,3,1,1,2,2,0,3,1,0,88,83,80
0,1,5,0,0,1,2,1,1,0,2,42,61,61
1,2,5,0,1,1,1,1,3,1,0,47,41,41
1,2,0,1,0,3,0,1,3,0,0,92,93,89
1,4,5,0,1,0,2,0,2,0,0,60,50,49
0,1,2,1,1,0,2,0,2,1,2,58,72,71
1,2,1,1,1,1,0,1,1,0,2,93,88,86
0,2,2,0,1,2,2,1,4,0,0,60,68,67
0,3,0,1,1,0,1,0,2,0,0,49,62,64
0,2,2,0,1,0,2,0,2,1,0,73,80,78
0,4,3,1,0,1,2,1,2,1,2,93,96,90
1,3,4,1,0,1,2,1,4,1,0,75,75,75
0,4,1,1,0,1,0,1,2,1,1,79,86,81
1,2,1,1,1,1,1,0,3,1,1,69,52,62
0,1,4,1,0,1,2,0,2,0,1,72,82,86
1,1,0,1,0,1,2,1,1,1,0,72,71,71
0,0,4,1,1,1,2,0,1,1,2,60,61,64
1,3,4,0,1,1,0,1,3,1,0,60,54,54
0,2,1,1,1,1,2,1,2,0,0,50,65,57
0,1,1,0,1,0,2,1,0,0,1,49,67,63
1,0,1,1,1,1,1,1,2,0,1,89,84,82
1,0,5,0,0,1,1,1,1,0,0,53,56,49
1,3,4,0,1,1,0,1,1,0,1,39,36,32
0,2,2,1,1,1,1,1,7,1,1,44,54,52
1,3,1,1,1,2,1,1,3,1,0,91,81,80
1,3,5,0,1,0,1,1,4,1,0,43,41,35
1,1,0,1,1,1,2,0,1,1,0,78,79,72
0,2,4,1,0,1,2,1,1,1,0,60,70,71
0,2,5,1,1,1,1,1,3,1,0,74,74,74
0,3,4,1,0,1,2,0,1,1,0,95,100,100
1,1,0,1,1,2,2,1,1,1,0,51,57,57
1,2,5,1,1,3,0,1,0,0,0,60,60,55
1,0,2,1,1,1,0,1,2,1,1,80,81,71
0,1,2,0,1,0,2,1,5,0,1,42,50,51
0,2,5,1,0,1,2,0,4,0,0,76,84,95
1,2,5,1,1,1,1,1,1,0,2,67,69,60
1,1,3,1,1,0,1,1,3,0,1,53,53,53
1,3,4,1,0,2,1,1,0,1,2,97,87,95
1,3,1,0,1,1,0,1,2,0,2,70,60,60
0,0,2,1,0,1,0,0,3,0,2,81,78,81
0,2,2,1,1,1,2,1,0,0,0,70,84,76
1,3,0,1,1,2,2,1,3,1,2,70,60,56
0,2,3,1,0,0,2,0,1,1,1,77,86,91
0,1,4,0,0,1,2,1,4,0,0,44,67,62
0,3,3,0,0,2,1,1,4,0,0,73,82,85
1,3,1,1,0,1,1,1,1,1,1,85,79,81
0,3,3,0,0,2,2,1,1,1,1,75,95,95
1,2,4,0,0,1,1,1,0,1,1,53,45,59
0,2,4,1,1,2,2,1,2,1,1,84,84,84
0,1,0,1,0,2,0,1,1,1,0,53,73,69
0,1,0,0,0,2,2,0,1,0,2,62,77,79
1,1,1,1,1,0,0,0,3,1,1,63,62,58
0,2,2,1,1,1,2,1,3,1,2,65,66,68
0,1,4,0,0,2,2,1,0,0,0,44,55,59
0,3,2,1,1,1,1,0,1,0,0,65,69,70
